;after_learning_of_task;tested_task;accuracy
0;8;0;39.63999938964844
1;8;1;49.27000045776367
2;8;2;41.0
3;8;3;43.92000198364258
4;8;4;50.18000030517578
5;8;5;63.5
6;8;6;62.44999694824219
7;8;7;81.76000213623047
8;8;8;88.81000518798828
9;9;0;45.459999084472656
10;9;1;42.65999984741211
11;9;2;37.65999984741211
12;9;3;30.03999900817871
13;9;4;45.18000030517578
14;9;5;50.93000030517578
15;9;6;48.439998626708984
16;9;7;58.679996490478516
17;9;8;67.79000091552734
18;9;9;78.12000274658203
