;after_learning_of_task;tested_task;accuracy
0;9;0;45.459999084472656
1;9;1;42.65999984741211
2;9;2;37.65999984741211
3;9;3;30.03999900817871
4;9;4;45.18000030517578
5;9;5;50.93000030517578
6;9;6;48.439998626708984
7;9;7;58.679996490478516
8;9;8;67.79000091552734
9;9;9;78.12000274658203
